value
-56
-55
-54
-57
-58
-56
-56
-55
-55
-55
-57
-56
-55
-54
-53
-57
-58
-58
-53
-58
-57
-57
-59
-59
-57
-57
-55
-58
-58
-57
-56
-57
-55
-54
-56
-56
-58
-58
-58
-58
-54
-54
-56
-58
-57
-58
-57
-56
-59
-55
-58
-58
-57
-58
-58
-54
-57
-54
-57
-57
-58
-55
-52
-56
-53
-54
-57
-54
-58
-54
-59
-55
-55
-54
-57
-57
-57
-58
-58
-58
-58
-57
-54
-56
-54
-54
-58
-58
-57
-58
-57
-54
-55
-58
-55
-58
-58
-58
-57
-57
-58
-58
-55
-57
-57
-53
-55
-56
-57
-58
-58
-58
-57
-58
-57
-59
-58
-58
-57
-57
-58
-57
-58
-58
-58
-57
-56
-55
-56
-63
-55
-53
-57
-57
-54
-58
-55
-55
-59
-58
-57
-58
-57
-58
-58
-55
-54
-57
-52
-57
-57
-54
-55
-54
-56
-57
-57
-57
-58
-54
-58
-58
-61
-54
-55
-55
-57
-58
-56
-57
-58
-57
-59
-55
-57
-58
-57
-57
-57
-58
-57
-54
-55
-58
-58
-57
-54
-58
-56
-54
-54
-56
-56
-56
-57
-53
-54
-56
-58
-57
-57
-57
-56
-58
-57
-59
-58
-54
-57
-55
-57
-56
-54
-54
-55
-58
-58
-56
-58
-57
-55
-57
-58
-56
-61
-57
-58
-53
-58
-55
-58
-54
-56
-58
-57
-57
-58
-58
-56
-58
-54
-57
-57
-57
-58
-54
-55
-57
-59
-56
-57
-54
-58
-54
-57
-57
-57
-58
-59
-58
-57
-58
-55
-56
-58
-52
-57
-57
-54
-54
-54
-58
-58
-58
-58
-57
-55
-54
-54
-53
-55
-58
-55
-58
-60
-54
-55
-57
-59
-57
-58
-57
-56
-56
-58
-57
-56
-55
-55
-54
-57
-54
-56
-55
-54
-57
-59
-57
-59
-57
-53
-52
-70
-57
-57
-59
-57
-58
-58
-57
-57
-57
-56
-58
-56
-57
-57
-55
-57
-52
-59
-58
-58
-58
-57
-58
-54
-55
-55
-54
-58
-52
-52
-51
-58
-57
-58
-58
-68
-91
-88
-75
-80
-91
-93
-86
-82
-87
-83
-108
-77
-81
-92
-81
-87
-74
-85
-105
-84
-86
-81
-76
-82
-87
-81
-91
-93
-96
-93
-97
-73
-89
-101
-96
-105
-90
-77
-85
-101
-100
-87
-87
-87
-106
-88
-79
-78
-106
-85
-78
-94
-103
-92
-83
-81
-85
-78
-84
-99
-92
-105
-105
-81
-76
-95
-83
-83
-90
-85
-88
-76
-101
-92
-103
-86
-91
-100
-82
-80
-81
-75
-88
-87
-77
-88
-84
-77
-59
-57
-59
-55
-55
-59
-59
-58
-53
-56
-58
-58
-54
-57
-58
-57
-54
-55
-58
-57
-58
-56
-56
-55
-56
-54
-55
-54
-54
-58
-58
-57
-58
-59
-57
-58
-57
-58
-57
-56
-58
-58
-58
-54
-56
-52
-58
-54
-58
-57
-57
-54
-57
-56
-57
-56
-57
-58
-56
-54
-54
-55
-53
-57
-54
-54
-57
-56
-57
-56
-56
-56
-54
-57
-54
-55
-54
-58
-56
-54
-54
-57
-54
-56
-54
-54
-57
-58
-57
-56
-58
-54
-57
-57
-58
-57
-59
-58
-56
-53
-58
-54
-54
-57
-56
-55
-54
-54
-56
-53
-58
-58
-58
-56
-58
-58
-58
-59
-55
-58
-57
-58
-57
-54
-54
-59
-58
-57
-57
-56
-57
-57
-57
-55
-57
-57
-55
-56
-57
-58
-54
-57
-54
-58
-58
-54
-54
-58
-87
-56
-59
-56
-57
-58
-58
-59
-54
-55
-53
-58
-57
-57
-57
-58
-55
-54
-55
-57
-54
-54
-58
-58
-58
-57
-57
-58
-81
-73
-76
-74
-73
-77
-75
-75
-77
-75
-78
-82
-76
-75
-75
-77
-79
-74
-77
-76
-71
-75
-73
-74
-71
-72
-76
-72
-74
-77
-75
-79
-75
-76
-78
-76
-74
-52
-58
-55
-54
-57
-55
-54
-55
-56
-57
-55
-58
-51
-56
-56
-53
-54
-58
-58
-56
-57
-56
-57
-57
-56
-54
-56
-57
-57
-53
-56
-56
-57
-53
-56
-54
-53
-55
-57
-54
-53
-53
-54
-56
-56
-55
-53
-54
-53
-54
-57
-56
-57
-56
-55
-59
-57
-54
-54
-52
-54
-56
-54
-54
-56
-56
-57
-57
-56
-57
-56
-56
-57
-55
-54
-53
-52
-53
-57
-56
-54
-55
-57
-57
-57
-57
-57
-57
-56
-58
-57
-56
-57
-56
-56
-58
-56
-57
-57
-57
-55
-56
-55
-56
-59
-56
-57
-57
-53
-58
-54
-55
-56
-54
-57
-55
-55
-54
-53
-54
-56
-54
-56
-57
-51
-56
-54
-56
-56
-53
-55
-54
-56
-56
-57
-56
-74
-77
-78
-78
-76
-75
-76
-77
-77
-77
-81
-78
-79
-77
-78
-74
-76
-75
-77
-81
-79
-78
-76
-77
-74
-76
-76
-79
-76
-73
-74
-72
-77
-74
-74
-74
-76
-78
-79
-76
-85
-84
-86
-79
-89
-90
-88
-85
-79
-94
-78
-78
-77
-79
-96
-85
-86
-78
-85
-79
-67
-54
-53
-54
-57
-57
-54
-56
-56
-54
-57
-54
-57
-58
-56
-57
-57
-56
-57
-56
-57
-53
-55
-54
-57
-54
-52
-59
-56
-54
-59
-56
-56
-56
-59
-54
-53
-54
-58
-57
-57
-57
-58
-56
-56
-57
-57
-58
-56
-54
-58
-56
-56
-54
-59
-57
-58
-59
-54
-56
-57
-57
-56
-57
-53
-54
-56
-57
-57
-55
-53
-53
-53
-57
-53
-56
-53
-56
-56
-57
-56
-54
-54
-55
-55
-53
-55
-56
-56
-56
-54
-52
-56
-54
-54
-54
-54
-56
-52
-54
-56
-57
-59
-59
-58
-56
-56
-56
-56
-56
-57
-57
-56
-60
-58
-53
-57
-58
-56
-82
-78
-81
-80
-75
-80
-81
-82
-83
-78
-80
-82
-81
-79
-79
-75
-79
-85
-83
-79
-73
-79
-79
-79
-80
-82
-72
-101
-84
-80
-79
-81
-79
-80
-78
-84
-81
-76
-75
-76
-83
-76
-79
-81
-77
-81
-81
-74
-84
-77
-77
-75
-79
-81
-81
-76
-81
-81
-80
-82
-84
-76
-72
-77
-80
-76
-82
-79
-81
-74
-82
-74
-85
-73
-76
-80
-81
-79
-73
-80
-81
-76
-74
-83
-80
-73
-77
-72
-76
-79
-79
-77
-79
-76
-87
-79
-85
-86
-77
-76
-83
-80
-76
-73
-81
-81
-81
-102
-78
-74
-75
-87
-79
-85
-85
-77
-65
-77
-69
-67
-68
-68
-70
-70
-74
-86
-90
-83
-85
-78
-89
-85
-84
-54
-58
-57
-54
-54
-58
-59
-55
-54
-54
-54
-57
-58
-57
-56
-53
-58
-55
-53
-57
-58
-54
-58
-55
-56
-58
-55
-57
-57
-55
-55
-54
-58
-57
-54
-54
-58
-58
-54
-54
-54
-57
-59
-60
-55
-59
-58
-58
-56
-54
-54
-58
-58
-60
-58
-60
-57
-60
-57
-59
-56
-57
-58
-58
-58
-55
-58
-58
-57
-53
-53
-54
-53
-54
-53
-57
-57
-54
-54
-53
-54
-55
-58
-56
-59
-57
-58
-59
-58
-57
-57
-53
-54
-55
-54
-54
-57
-54
-55
-53
-54
-57
-57
-57
-54
-59
-56
-53
-54
-58
-58
-58
-57
-56
-56
-55
-54
-58
-53
-53
-56
-59
-59
-57
-57
-58
-56
-54
-57
-57
-59
-53
-55
-51
-57
