value
-62
-62
-61
-61
-58
-55
-58
-59
-62
-60
-60
-57
-58
-59
-60
-60
-60
-60
-59
-58
-61
-61
-59
-59
-56
-58
-60
-63
-61
-58
-61
-62
-59
-61
-61
-61
-61
-60
-59
-58
-61
-59
-63
-61
-62
-61
-62
-59
-62
-63
-59
-56
-59
-62
-61
-63
-59
-62
-61
-61
-62
-59
-59
-59
-62
-60
-62
-60
-61
-63
-61
-60
-60
-60
-60
-61
-61
-57
-61
-62
-61
-60
-59
-60
-63
-59
-63
-63
-63
-61
-60
-58
-59
-61
-61
-63
-61
-60
-61
-61
-62
-64
-58
-60
-60
-59
-61
-62
-63
-60
-62
-61
-63
-60
-63
-62
-63
-62
-64
-60
-62
-61
-60
-64
-62
-62
-64
-60
-64
-62
-62
-59
-62
-62
-64
-61
-61
-62
-63
-63
-64
-62
-63
-62
-61
-62
-63
-62
-61
-62
-59
-61
-62
-62
-63
-63
-61
-60
-60
-63
-60
-62
-64
-60
-63
-57
-60
-60
-62
-59
-60
-61
-64
-61
-59
-58
-61
-60
-64
-62
-62
-63
-61
-63
-63
-64
-58
-61
-64
-59
-59
-60
-63
-58
-60
-61
-106
-59
-60
-62
-59
-58
-62
-62
-61
-61
-58
-59
-63
-58
-63
-61
-61
-59
-64
-61
-63
-58
-59
-62
-59
-60
-59
-61
-59
-58
-59
-59
-60
-63
-62
-63
-65
-60
-60
-59
-65
-62
-60
-59
-63
-62
-60
-60
-59
-59
-59
-60
-62
-61
-61
-60
-62
-59
-63
-62
-63
-61
-57
-65
-61
-62
-64
-65
-62
-64
-102
-59
-61
-61
-61
-65
-61
-61
-65
-65
-64
-64
-65
-65
-61
-62
-65
-63
-62
-59
-61
-61
-65
-61
-60
-64
-62
-61
-62
-61
-61
-63
-64
-61
-62
-65
-57
-60
-60
-61
-62
-59
-61
-63
-64
-60
-59
-62
-62
-62
-61
-61
-59
-60
-63
-61
-64
-64
-64
-59
-61
-65
-63
-61
-62
-61
-63
-61
-60
-64
-64
-60
-65
-62
-60
-60
-64
-65
-64
-59
-63
-59
-61
-63
-64
-59
-61
-61
-62
-62
-60
-64
-59
-60
-62
-63
-65
-63
-61
-59
-61
-65
-64
-63
-65
-63
-63
-59
-62
-64
-61
-62
-65
-59
-65
-64
-63
-64
-60
-62
-62
-61
-61
-61
-63
-65
-61
-62
-62
-61
-63
-59
-62
-64
-61
-65
-60
-59
-61
-61
-61
-64
-63
-61
-65
-60
-60
-62
-63
-104
-61
-60
-58
-59
-60
-65
-60
-61
-63
-62
-60
-62
-62
-57
-59
-62
-65
-61
-61
-59
-65
-62
-64
-60
-59
-64
-64
-62
-62
-64
-61
-61
-64
-61
-59
-62
-61
-60
-62
-65
-59
-103
-62
-62
-64
-59
-61
-64
-65
-63
-65
-61
-65
-62
-59
-62
-59
-58
-65
-59
-63
-60
-62
-61
-61
-61
-65
-62
-59
-61
-63
-63
-61
-61
-66
-59
-65
-63
-60
-65
-63
-59
-55
-64
-64
-61
-61
-65
-64
-60
-59
-59
-61
-62
-61
-59
-62
-59
-61
-64
-61
-59
-63
-61
-59
-58
-63
-61
-64
-58
-61
-58
-65
-101
-61
-62
-59
-62
-61
-63
-61
-58
-61
-61
-58
-60
-65
-61
-60
-59
-61
-65
-60
-61
-59
-60
-66
-61
-65
-65
-59
-59
-60
-62
-61
-59
-65
-64
-63
-61
-60
-60
-62
-64
-59
-59
-61
-61
-64
-64
-61
-63
-63
-58
-65
-58
-61
-62
-61
-64
-65
-59
-64
-61
-62
-60
-65
-61
-60
-60
-60
-60
-58
-64
-62
-59
-59
-65
-60
-62
-61
-64
-58
-60
-62
-64
-64
-65
-61
-61
-59
-62
-60
-59
-59
-62
-61
-61
-63
-60
-59
-61
-63
-64
-62
-64
-61
-61
-60
-61
-58
-59
-63
-60
-60
-64
-60
-59
-59
-64
-59
-62
-61
-63
-61
-59
-64
-61
-59
-59
-60
-61
-60
-60
-61
-65
-58
-61
-64
-61
-59
-62
-63
-65
-61
-62
-65
-63
-59
-62
-65
-64
-62
-66
-60
-63
-60
-64
-62
-62
-63
-58
-61
-63
-61
-59
-61
-60
-60
-59
-63
-57
-63
-60
-61
-59
-102
-57
-62
-60
-65
-60
-62
-59
-63
-64
-60
-62
-63
-59
-60
-62
-61
-65
-61
-62
-65
-61
-61
-60
-62
-61
-61
-61
-59
-59
-61
-63
-59
-62
-60
-60
-62
-61
-64
-62
-63
-60
-61
-61
-64
-62
-65
-63
-60
-65
-58
-62
-64
-59
-59
-55
-60
-59
-59
-63
-61
-61
-62
-59
-62
-61
-59
-60
-62
-61
-64
-63
-60
-64
-64
-61
-61
-62
-63
-65
-64
-61
-61
-61
-59
-61
-58
-60
-63
-64
-62
-60
-61
-61
-61
-60
-62
-63
-65
-64
-64
-63
-60
-65
-66
-64
-64
-65
-60
-61
-58
-61
-61
-62
-61
-63
-58
-63
-65
-62
-61
-60
-65
-58
-65
-61
-61
-62
-60
-60
-63
-61
-62
-58
-61
-60
-62
-65
-61
-64
-65
-61
-59
-64
-65
-61
-61
-63
-61
-61
-61
-60
-65
-65
-63
-64
-65
-58
-63
-61
-59
-61
-62
-59
-61
-61
-64
-59
-64
-65
-60
-59
-63
-61
-59
-65
-63
-65
-62
-62
-60
-59
-59
-61
-58
-60
-62
-63
-64
-61
-63
-63
-60
-59
-60
-60
-61
-65
-59
-63
-64
-64
-61
-61
-62
-59
-61
-61
-62
-64
-62
-62
-62
-59
-60
-61
-59
-64
-61
-60
-62
-59
-62
-59
-62
-65
-61
-61
-64
-58
-61
-57
-59
-65
-61
-65
-61
-58
-59
-65
-63
-62
-61
-65
-58
-71
-64
-60
-65
-59
-65
-58
-63
-63
-62
-59
-94
-62
-61
-62
-59
-62
-58
-58
-64
-61
-61
-61
-63
-67
-70
-63
-63
-62
-59
-61
-61
-60
-61
-59
-60
-58
-59
-60
-65
-62
-61
-63
-60
-63
-62
-64
-61
-61
-63
-64
-60
-63
-67
-63
-60
-64
-66
-63
-61
-61
-63
-63
-64
-59
-62
-64
-64
-63
-64
-64
-63
-63
-61
-63
-64
-60
-61
-62
-61
-61
-61
-62
-66
-66
-63
-63
