value
-68
-69
-67
-66
-66
-70
-65
-68
-66
-68
-67
-67
-68
-67
-71
-67
-59
-69
-69
-68
-68
-68
-70
-69
-66
-69
-67
-70
-65
-67
-69
-69
-65
-66
-66
-69
-68
-64
-70
-68
-71
-69
-66
-68
-66
-63
-63
-70
-71
-68
-69
-66
-71
-68
-63
-64
-65
-66
-67
-66
-69
-66
-71
-63
-67
-68
-65
-65
-61
-65
-65
-65
-63
-66
-62
-67
-67
-68
-65
-68
-69
-71
-67
-71
-66
-71
-70
-69
-67
-67
-68
-67
-66
-68
-70
-67
-68
-71
-69
-62
-63
-68
-65
-68
-69
-67
-65
-66
-68
-69
-67
-65
-68
-67
-64
-66
-61
-61
-67
-69
-63
-67
-66
-67
-70
-65
-67
-70
-67
-71
-63
-66
-69
-71
-67
-70
-71
-66
-62
-69
-69
-71
-65
-64
-65
-68
-67
-67
-67
-68
-70
-69
-63
-70
-70
-68
-65
-66
-70
-68
-69
-67
-67
-66
-66
-69
-71
-67
-66
-64
-67
-69
-68
-69
-67
-69
-65
-67
-66
-67
-69
-102
-68
-68
-67
-69
-65
-61
-62
-70
-71
-67
-71
-69
-62
-68
-71
-71
-67
-63
-67
-70
-66
-62
-65
-69
-69
-68
-65
-71
-67
-67
-70
-67
-70
-67
-71
-67
-66
-68
-72
-66
-66
-65
-67
-67
-62
-72
-69
-67
-67
-66
-71
-70
-74
-70
-74
-76
-72
-74
-75
-77
-79
-73
-76
-78
-74
-79
-77
-77
-81
-76
-78
-71
-73
-79
-79
-74
-77
-72
-76
-79
-78
-72
-73
-73
-75
-79
-75
-76
-78
-77
-78
-79
-73
-73
-70
-79
-77
-78
-72
-73
-71
-77
-80
-71
-76
-79
-76
-73
-79
-71
-73
-74
-73
-108
-78
-79
-72
-76
-77
-78
-73
-73
-73
-80
-73
-70
-76
-81
-72
-69
-74
-75
-69
-76
-70
-79
-74
-73
-77
-75
-80
-79
-83
-68
-63
-62
-68
-68
-67
-63
-108
-68
-65
-63
-63
-65
-67
-66
-65
-65
-68
-62
-67
-62
-68
-64
-68
-70
-65
-64
-64
-68
-66
-69
-63
-70
-68
-66
-70
-72
-68
-69
-67
-66
-65
-69
-72
-69
-69
-71
-76
-70
-69
-73
-72
-69
-66
-67
-69
-70
-65
-70
-76
-67
-66
-76
-65
-69
-69
-69
-69
-69
-64
-70
-76
-71
-68
-68
-64
-61
-64
-70
-61
-65
-64
-73
-67
-65
-66
-73
-70
-71
-67
-63
-66
-69
-72
-63
-71
-67
-66
-68
-65
-64
-71
-71
-68
-67
-66
-63
-63
-62
-71
-65
-72
-64
-62
-67
-67
-71
-66
-65
-69
-65
-61
-65
-65
-71
-64
-68
-71
-67
-71
-64
-69
-65
-64
-61
-66
-71
-64
-63
-62
-63
-62
-67
-70
-66
-69
-65
-69
-68
-66
-62
-68
-65
-68
-65
-66
-67
-66
-68
-66
-66
-63
-71
-68
-69
-67
-63
-66
-66
-68
-70
-66
-65
-61
-65
-69
-68
-64
-64
-66
-66
-65
-61
-63
-63
-67
-60
-71
-76
-73
-73
-72
-71
-73
-72
-70
-71
-68
-74
-71
-72
-72
-74
-74
-73
-74
-72
-72
-71
-74
-72
-76
-68
-67
-72
-74
-72
-75
-73
-73
-71
-74
-71
-70
-70
-75
-73
-69
-72
-68
-75
-69
-74
-73
-75
-70
-68
-73
-73
-69
-74
-72
-74
-73
-74
-72
-82
-65
-66
-65
-62
-69
-66
-65
-63
-66
-64
-66
-71
-67
-62
-67
-67
-70
-65
-65
-65
-66
-66
-62
-67
-67
-70
-71
-66
-69
-72
-71
-71
-63
-67
-66
-69
-67
-62
-63
-66
-64
-69
-66
-65
-70
-66
-64
-67
-67
-69
-71
-64
-69
-66
-69
-68
-66
-67
-69
-67
-67
-71
-67
-69
-68
-71
-72
-67
-68
-64
-65
-65
-67
-66
-65
-65
-65
-67
-68
-64
-67
-64
-65
-67
-71
-66
-61
-68
-68
-67
-72
-64
-67
-68
-68
-66
-65
-65
-64
-61
-58
-69
-65
-69
-69
-67
-68
-68
-65
-66
-66
-68
-61
-64
-71
-71
-67
